topic,stem,example_word,cooc_n,doc_freq
supervision,adher,adherence,143,869
supervision,sensit,sensitive,143,2129
supervision,captur,capture,142,1759
supervision,deficit,deficit,142,2942
supervision,oversea,overseas,142,1364
supervision,varieti,variety,142,2266
supervision,analyz,analyze,141,1026
supervision,associ,association,141,2577
supervision,behavior,behavior,141,1631
supervision,defici,deficiencies,141,669
supervision,divis,division,141,705
supervision,vigil,vigilant,141,912
supervision,averag,average,140,6041
supervision,entail,entails,140,1577
supervision,likelihood,likelihood,140,1264
supervision,envisag,envisaged,139,1046
supervision,proport,proportionality,139,2122
supervision,appear,appears,138,3517
supervision,attempt,attempt,138,2403
supervision,colleg,colleges,138,752
supervision,complic,complicated,138,1691
supervision,hedg,hedge,138,1452
supervision,intensifi,intensified,138,1563
supervision,save,savings,138,4278
supervision,index,index,137,3414
supervision,refin,refine,137,1091
supervision,train,training,137,1606
supervision,canadian,canadian,136,756
supervision,collabor,collaboration,136,1308
supervision,interpret,interpretation,136,1925
supervision,ordin,ordination,136,662
supervision,predict,predict,136,2939
supervision,select,selected,136,1785
supervision,empir,empirical,135,1955
supervision,illustr,illustrate,135,2580
supervision,onlin,online,135,974
supervision,typic,typically,135,3034
supervision,discret,discretion,134,931
supervision,feedback,feedback,134,1256
supervision,modern,modern,134,1997
supervision,clarifi,clarify,133,1107
supervision,august,august,132,3284
supervision,elabor,elaborate,132,1280
supervision,grant,granted,132,1905
supervision,indirect,indirect,132,1913
supervision,leav,leave,132,2765
supervision,pandem,pandemic,132,1193
supervision,proactiv,proactive,132,780
supervision,shown,shown,132,3475
supervision,avail,availability,131,2336
supervision,express,expressed,131,3319
supervision,horizon,horizon,131,2269
supervision,pass,passed,131,3005
supervision,treatment,treatment,131,1132
supervision,scap,scap,130,38
supervision,valuat,valuation,130,1291
supervision,moment,moment,129,2291
supervision,recognit,recognition,129,1610
supervision,record,record,129,3774
supervision,social,social,129,3539
supervision,spread,spread,129,3945
supervision,default,default,128,1811
supervision,doubt,doubt,128,2902
supervision,escb,escb,128,345
supervision,foundat,foundation,128,2405
supervision,sovereign,sovereign,128,1930
supervision,speak,speak,128,3502
supervision,status,status,128,1427
supervision,underpin,underpinning,128,1746
supervision,accommod,accommodation,127,2864
supervision,disrupt,disruption,127,2793
supervision,emphasis,emphasise,127,1654
supervision,favour,favour,127,2680
supervision,permit,permitted,127,1451
supervision,reduct,reduction,127,4021
supervision,round,round,127,1603
supervision,depositori,depository,126,703
supervision,summari,summary,126,1625
supervision,china,china,125,2379
supervision,contact,contact,125,3282
supervision,dealer,dealers,125,823
supervision,chief,chief,124,765
supervision,describ,describe,124,1676
supervision,fintech,fintech,124,422
supervision,insuffici,insufficient,124,1397
supervision,valuabl,valuable,124,1646
supervision,stem,stemming,123,1922
supervision,toolkit,toolkit,123,502
supervision,worth,worth,123,2593
supervision,creditor,creditors,122,1060
supervision,driven,driven,122,3229
supervision,fix,fixed,122,3772
supervision,prevail,prevailing,122,2090
supervision,absorb,absorb,121,2346
supervision,list,list,121,2101
supervision,moral,moral,121,1104
supervision,amend,amendments,120,998
supervision,charter,chartered,120,522
supervision,deputi,deputy,120,2603
supervision,necessarili,necessarily,120,2857
supervision,reput,reputational,120,1020
supervision,strateg,strategic,120,1377
supervision,substitut,substitute,120,1551
supervision,contrast,contrast,119,3156
supervision,late,late,119,3495
supervision,notic,notice,119,1858
supervision,oil,oil,119,3013
supervision,suitabl,suitable,119,1019
supervision,anticip,anticipate,118,2653
supervision,budgetari,budgetary,118,692
supervision,depth,depth,118,1439
supervision,exampl,examples,118,2122
supervision,instabl,instability,118,1772
supervision,nomin,nominal,118,3211
supervision,securitis,securitisation,118,721
supervision,categori,category,117,1573
supervision,fsoc,fsoc,117,74
supervision,keep,keeping,117,2514
supervision,riski,riskiness,117,1364
supervision,valid,valid,117,994
supervision,contract,contracts,116,3181
supervision,except,exception,116,2735
supervision,intellig,intelligence,116,704
supervision,neutral,neutral,116,1210
supervision,presid,president,116,2858
supervision,stakehold,stakeholders,116,1248
supervision,basl,basle,115,145
supervision,mark,mark,115,4235
supervision,prior,prior,115,2136
supervision,threshold,threshold,115,881
supervision,absenc,absence,114,1949
supervision,ad,added,114,3076
supervision,bubbl,bubble,114,1532
supervision,choic,choice,114,2608
supervision,compens,compensation,114,1922
supervision,dodd,dodd,114,283
supervision,hazard,hazard,114,977
supervision,put,putting,114,1782
supervision,stringent,stringent,114,532
supervision,synergi,synergies,114,505
supervision,upsid,upside,114,1223
supervision,advis,advised,113,976
supervision,australia,australia,113,1128
supervision,deleg,delegated,113,562
supervision,duti,duties,113,902
supervision,eba,eba,113,140
supervision,pictur,picture,113,1909
supervision,poor,poor,113,1859
supervision,affili,affiliates,112,353
supervision,built,built,112,2054
supervision,calcul,calculations,112,2373
supervision,contagion,contagion,112,1103
supervision,player,players,112,1621
supervision,prefer,preference,112,2604
supervision,realist,realistic,112,842
supervision,anchor,anchored,111,2595
supervision,deliber,deliberations,111,1496
supervision,divers,diversity,111,1999
supervision,join,join,111,2010
supervision,profession,professional,111,1731
supervision,sharehold,shareholders,111,1158
supervision,merit,merits,110,866
supervision,spend,spending,110,3936
supervision,state,stated,110,1641
supervision,uniqu,unique,110,2049
supervision,vis,vis,110,814
supervision,accumul,accumulation,109,2386
supervision,acknowledg,acknowledge,109,1880
supervision,characterist,characteristics,109,2008
supervision,coupl,coupled,109,2534
supervision,live,live,109,4149
supervision,margin,margin,109,3172
supervision,opinion,opinion,109,2026
supervision,sole,solely,109,1420
supervision,depositor,depositors,108,850
supervision,easi,easy,108,2585
supervision,frankfurt,frankfurt,108,2690
supervision,justifi,justified,108,1362
supervision,properti,property,108,1669
supervision,connect,connection,107,2157
supervision,differenti,differentiated,107,1648
supervision,encompass,encompasses,107,839
supervision,surpris,surprising,107,2977
supervision,tend,tend,107,3419
supervision,constraint,constraints,106,2529
supervision,convent,conventional,106,1970
supervision,distinguish,distinguished,106,2354
supervision,inher,inherent,106,1483
supervision,page,page,106,981
supervision,trigger,trigger,106,2522
supervision,disclos,disclose,105,714
supervision,frequent,frequently,105,1903
supervision,front,front,105,2179
supervision,give,giving,105,1919
supervision,investig,investigation,105,828
supervision,remedi,remedial,105,656
supervision,advisori,advisory,104,541
supervision,elimin,eliminate,104,1980
supervision,franc,franc,104,1653
supervision,packag,package,104,1398
supervision,remind,remind,104,1690
supervision,shortcom,shortcomings,104,604
supervision,slack,slack,104,935
supervision,sophist,sophisticated,104,1329
supervision,budget,budget,103,2287
supervision,complementari,complementary,103,896
supervision,cra,cra,103,127
supervision,gather,gathering,103,1554
supervision,horizont,horizontal,103,254
supervision,intrus,intrusive,103,180
supervision,relianc,reliance,103,1075
supervision,resort,resort,103,1302
supervision,subsequ,subsequent,103,2908
supervision,wrong,wrong,103,1421
supervision,african,african,102,645
supervision,licens,licensing,102,454
supervision,util,utilities,102,1587
supervision,africa,africa,101,838
supervision,baselin,baseline,101,815
supervision,emu,emu,101,737
supervision,fragment,fragmentation,101,976
supervision,free,free,101,3165
supervision,laid,laid,101,1101
supervision,nonetheless,nonetheless,101,1675
supervision,parallel,parallel,101,1282
supervision,prescrib,prescribed,101,603
supervision,deviat,deviations,100,1729
supervision,fsap,fsap,100,96
supervision,promin,prominent,100,1606
supervision,qqe,qqe,100,291
supervision,realiti,reality,100,1969
supervision,screen,screening,100,351
supervision,valu,values,100,2317
supervision,book,book,99,1919
supervision,confidenti,confidential,99,304
supervision,consensus,consensus,99,1950
supervision,drawn,drawn,99,1487
supervision,easier,easier,99,1990
supervision,economist,economists,99,2644
supervision,ground,ground,99,1777
supervision,temporari,temporary,99,3009
supervision,tier,tier,99,751
supervision,asian,asian,98,1718
supervision,authoris,authorisation,98,512
supervision,clariti,clarity,98,884
supervision,transform,transformation,98,2241
supervision,commod,commodity,97,2784
supervision,deterior,deterioration,97,2621
supervision,employe,employees,97,1679
supervision,export,exports,97,3721
supervision,expos,exposed,97,1965
supervision,london,london,97,1862
supervision,slow,slow,97,3983
supervision,devot,devoted,96,996
supervision,linkag,linkages,96,1031
supervision,platform,platform,96,1351
supervision,restor,restore,96,2240
supervision,scrutini,scrutiny,96,579
supervision,underwrit,underwriting,96,692
supervision,univers,university,96,3310
supervision,dialogu,dialogue,95,958
supervision,owner,owners,95,917
supervision,perimet,perimeter,95,202
supervision,srep,srep,95,31
supervision,bsa,bsa,94,29
supervision,iosco,iosco,94,271
supervision,obvious,obvious,94,1878
supervision,sifi,sifis,94,145
supervision,upgrad,upgrade,94,793
supervision,user,users,94,1337
supervision,bad,bad,93,2045
supervision,intent,intention,93,1885
supervision,minim,minimize,93,1293
supervision,right,rights,93,1708
supervision,rulebook,rulebook,93,197
supervision,underway,underway,93,1036
supervision,ccar,ccar,92,47
supervision,deepen,deepening,92,1695
supervision,efficaci,efficacy,92,396
supervision,equip,equipped,92,1574
supervision,germani,germany,92,3407
supervision,matur,maturity,92,3104
supervision,washington,washington,92,1838
supervision,accompani,accompanied,91,2491
supervision,appreci,appreciation,91,2730
supervision,coverag,coverage,91,1102
supervision,curv,curve,91,2035
supervision,dilig,diligence,91,475
supervision,experienc,experienced,91,3718
supervision,interag,interagency,91,205
supervision,interconnected,interconnectedness,91,475
supervision,magnitud,magnitude,91,1585
supervision,map,map,91,635
supervision,preliminari,preliminary,91,680
supervision,pro,pro,91,753
supervision,theme,theme,91,1680
supervision,unifi,unified,91,506
supervision,upward,upward,91,2854
supervision,apprais,appraisal,90,339
supervision,contain,contained,90,1670
supervision,cut,cut,90,3228
supervision,esa,esas,90,62
supervision,met,met,90,1733
supervision,otc,otc,90,445
supervision,paramet,parameters,90,864
supervision,repay,repayment,90,1126
supervision,submit,submit,90,939
supervision,undermin,undermine,90,1659
supervision,understood,understood,90,1704
supervision,weaken,weakening,90,2480
supervision,centralis,centralised,89,425
supervision,drive,driving,89,2678
supervision,electron,electronic,89,1349
supervision,eye,eye,89,1010
supervision,fraud,fraud,89,493
supervision,hear,hearing,89,1580
supervision,metric,metrics,89,542
supervision,motiv,motivated,89,1390
supervision,american,american,88,2487
supervision,believ,believes,88,1412
supervision,energi,energy,88,2882
supervision,enter,enter,88,2638
supervision,frame,frame,88,815
supervision,locat,located,88,1481
supervision,react,react,88,1661
supervision,request,request,88,1044
supervision,uncertain,uncertain,88,2112
supervision,unchang,unchanged,88,1576
supervision,arbitrag,arbitrage,87,858
supervision,bound,bound,87,1846
supervision,consumpt,consumption,87,3544
supervision,daili,daily,87,1611
supervision,educ,education,87,2206
supervision,proceed,proceed,87,2105
supervision,realiz,realized,87,1675
supervision,retain,retain,87,1565
supervision,turmoil,turmoil,87,1251
supervision,ccp,ccp,86,172
supervision,convinc,convinced,86,1642
supervision,cpi,cpi,86,1766
supervision,fca,fca,86,237
supervision,solid,solid,86,2019
supervision,appetit,appetite,85,979
